"id","log","lat"
"Polygon_45",-104.56949,29.75665
"Polygon_45",-104.56911,29.75684
"Polygon_45",-104.56836,29.7564
"Polygon_45",-104.56725,29.75661
"Polygon_45",-104.56653,29.75763
"Polygon_45",-104.56637,29.75831
"Polygon_45",-104.56584,29.75863
"Polygon_45",-104.56646,29.7593
"Polygon_45",-104.56669,29.7598
"Polygon_45",-104.56458,29.76038
"Polygon_45",-104.56387,29.76153
"Polygon_45",-104.56439,29.76159
"Polygon_45",-104.56509,29.76155
"Polygon_45",-104.56569,29.76186
"Polygon_45",-104.56608,29.76277
"Polygon_45",-104.56594,29.7638
"Polygon_45",-104.56592,29.76468
"Polygon_45",-104.56677,29.76556
"Polygon_45",-104.56788,29.7659
"Polygon_45",-104.56817,29.76624
"Polygon_45",-104.56773,29.76698
"Polygon_45",-104.56667,29.76774
"Polygon_45",-104.56551,29.769
"Polygon_45",-104.56519,29.77016
"Polygon_45",-104.56668,29.77228
"Polygon_45",-104.5688,29.77443
"Polygon_45",-104.57003,29.77693
"Polygon_45",-104.57011,29.77759
"Polygon_45",-104.57063,29.77846
"Polygon_45",-104.57163,29.77875
"Polygon_45",-104.5736,29.77992
"Polygon_45",-104.57411,29.77995
"Polygon_45",-104.57417,29.78146
"Polygon_45",-104.57477,29.78206
"Polygon_45",-104.57568,29.78195
"Polygon_45",-104.57779,29.78232
"Polygon_45",-104.57861,29.78261
"Polygon_45",-104.57877,29.7834
"Polygon_45",-104.57868,29.78428
"Polygon_45",-104.57834,29.78491
"Polygon_45",-104.57858,29.78639
"Polygon_45",-104.57847,29.7869
"Polygon_45",-104.57794,29.78724
"Polygon_45",-104.57836,29.78789
"Polygon_45",-104.57888,29.78814
"Polygon_45",-104.57948,29.78942
"Polygon_45",-104.57938,29.79014
"Polygon_45",-104.58029,29.79113
"Polygon_45",-104.58157,29.79167
"Polygon_45",-104.58215,29.79231
"Polygon_45",-104.58197,29.79313
"Polygon_45",-104.5813,29.7937
"Polygon_45",-104.58121,29.7947
"Polygon_45",-104.583,29.79594
"Polygon_45",-104.58514,29.79598
"Polygon_45",-104.58613,29.79581
"Polygon_45",-104.58739,29.79601
"Polygon_45",-104.58862,29.79596
"Polygon_45",-104.58973,29.7962
"Polygon_45",-104.59013,29.7979
"Polygon_45",-104.59068,29.79828
"Polygon_45",-104.59042,29.79895
"Polygon_45",-104.58973,29.79953
"Polygon_45",-104.58853,29.7996
"Polygon_45",-104.58683,29.80007
"Polygon_45",-104.58595,29.80086
"Polygon_45",-104.5859,29.80219
"Polygon_45",-104.58645,29.80363
"Polygon_45",-104.58977,29.80676
"Polygon_45",-104.58967,29.80785
"Polygon_45",-104.5904,29.8083
"Polygon_45",-104.59092,29.80958
"Polygon_45",-104.59201,29.81057
"Polygon_45",-104.59301,29.81027
"Polygon_45",-104.59345,29.80972
"Polygon_45",-104.59415,29.80932
"Polygon_45",-104.59414,29.80811
"Polygon_45",-104.59329,29.8079
"Polygon_45",-104.59258,29.80824
"Polygon_45",-104.592,29.80803
"Polygon_45",-104.59198,29.80777
"Polygon_45",-104.59225,29.80713
"Polygon_45",-104.59231,29.80642
"Polygon_45",-104.59376,29.80547
"Polygon_45",-104.59506,29.80638
"Polygon_45",-104.59635,29.80865
"Polygon_45",-104.59851,29.81056
"Polygon_45",-104.59977,29.81328
"Polygon_45",-104.60008,29.81489
"Polygon_45",-104.60139,29.81668
"Polygon_45",-104.60329,29.81736
"Polygon_45",-104.60377,29.81682
"Polygon_45",-104.60386,29.81621
"Polygon_45",-104.60462,29.81612
"Polygon_45",-104.60599,29.81669
"Polygon_45",-104.60671,29.81761
"Polygon_45",-104.6066,29.81831
"Polygon_45",-104.60751,29.81972
"Polygon_45",-104.60839,29.81936
"Polygon_45",-104.6089,29.81885
"Polygon_45",-104.6098,29.81919
"Polygon_45",-104.61031,29.82047
"Polygon_45",-104.60936,29.82259
"Polygon_45",-104.60932,29.82369
"Polygon_45",-104.60869,29.82463
"Polygon_45",-104.60812,29.82674
"Polygon_45",-104.60854,29.82794
"Polygon_45",-104.60992,29.82769
"Polygon_45",-104.60985,29.82737
"Polygon_45",-104.61008,29.82736
"Polygon_45",-104.61097,29.82767
"Polygon_45",-104.61202,29.82744
"Polygon_45",-104.61387,29.82905
"Polygon_45",-104.61561,29.82978
"Polygon_45",-104.61699,29.82947
"Polygon_45",-104.61853,29.82975
"Polygon_45",-104.61966,29.83042
"Polygon_45",-104.6202,29.83101
"Polygon_45",-104.61989,29.83295
"Polygon_45",-104.61903,29.83315
"Polygon_45",-104.61811,29.83294
"Polygon_45",-104.61684,29.83323
"Polygon_45",-104.61522,29.83332
"Polygon_45",-104.61307,29.83403
"Polygon_45",-104.61055,29.83652
"Polygon_45",-104.61058,29.8376
"Polygon_45",-104.6099,29.83894
"Polygon_45",-104.60932,29.83946
"Polygon_45",-104.6106,29.84062
"Polygon_45",-104.61091,29.84154
"Polygon_45",-104.6107,29.84224
"Polygon_45",-104.61212,29.84269
"Polygon_45",-104.61281,29.84365
"Polygon_45",-104.61375,29.84412
"Polygon_45",-104.61378,29.84536
"Polygon_45",-104.61406,29.84609
"Polygon_45",-104.61494,29.84626
"Polygon_45",-104.61569,29.84654
"Polygon_45",-104.61762,29.84513
"Polygon_45",-104.61908,29.84452
"Polygon_45",-104.61967,29.84371
"Polygon_45",-104.61933,29.84246
"Polygon_45",-104.62012,29.84263
"Polygon_45",-104.62091,29.84313
"Polygon_45",-104.62204,29.8435
"Polygon_45",-104.62197,29.84261
"Polygon_45",-104.62121,29.84268
"Polygon_45",-104.62122,29.84218
"Polygon_45",-104.62285,29.84215
"Polygon_45",-104.62374,29.84255
"Polygon_45",-104.62471,29.84374
"Polygon_45",-104.62423,29.8449
"Polygon_45",-104.62179,29.84627
"Polygon_45",-104.62133,29.84747
"Polygon_45",-104.62173,29.84887
"Polygon_45",-104.62154,29.84962
"Polygon_45",-104.62426,29.85123
"Polygon_45",-104.62545,29.85136
"Polygon_45",-104.62616,29.85098
"Polygon_45",-104.62723,29.85132
"Polygon_45",-104.62828,29.85197
"Polygon_45",-104.62961,29.85371
"Polygon_45",-104.63039,29.8569
"Polygon_45",-104.62954,29.862
"Polygon_45",-104.63016,29.86434
"Polygon_45",-104.63121,29.8656
"Polygon_45",-104.63159,29.86834
"Polygon_45",-104.63292,29.87004
"Polygon_45",-104.63385,29.87128
"Polygon_45",-104.63581,29.87226
"Polygon_45",-104.63647,29.87289
"Polygon_45",-104.63688,29.87365
"Polygon_45",-104.63789,29.87441
"Polygon_45",-104.63991,29.87363
"Polygon_45",-104.64095,29.8737
"Polygon_45",-104.64199,29.87504
"Polygon_45",-104.6419,29.87581
"Polygon_45",-104.6432,29.87765
"Polygon_45",-104.6457,29.87844
"Polygon_45",-104.64615,29.87942
"Polygon_45",-104.64547,29.88044
"Polygon_45",-104.64556,29.88115
"Polygon_45",-104.6464,29.88306
"Polygon_45",-104.64609,29.88367
"Polygon_45",-104.64984,29.88618
"Polygon_45",-104.65038,29.88678
"Polygon_45",-104.65095,29.88782
"Polygon_45",-104.65195,29.88846
"Polygon_45",-104.6517,29.88975
"Polygon_45",-104.65117,29.89007
"Polygon_45",-104.65055,29.89035
"Polygon_45",-104.65044,29.89137
"Polygon_45",-104.65144,29.89221
"Polygon_45",-104.65311,29.89233
"Polygon_45",-104.65383,29.8919
"Polygon_45",-104.65385,29.89089
"Polygon_45",-104.65432,29.89031
"Polygon_45",-104.65617,29.88969
"Polygon_45",-104.65776,29.8907
"Polygon_45",-104.65825,29.89166
"Polygon_45",-104.65764,29.89411
"Polygon_45",-104.65751,29.89548
"Polygon_45",-104.65883,29.89812
"Polygon_45",-104.65798,29.89938
"Polygon_45",-104.65853,29.9009
"Polygon_45",-104.65826,29.90152
"Polygon_45",-104.65709,29.90182
"Polygon_45",-104.65558,29.90167
"Polygon_45",-104.65485,29.9029
"Polygon_45",-104.65504,29.90549
"Polygon_45",-104.65569,29.9063
"Polygon_45",-104.65716,29.90633
"Polygon_45",-104.65893,29.90523
"Polygon_45",-104.65979,29.90521
"Polygon_45",-104.66087,29.9057
"Polygon_45",-104.6627,29.90555
"Polygon_45",-104.66317,29.90428
"Polygon_45",-104.66244,29.90357
"Polygon_45",-104.66239,29.90286
"Polygon_45",-104.66274,29.90165
"Polygon_45",-104.66449,29.90156
"Polygon_45",-104.66574,29.90259
"Polygon_45",-104.66582,29.90651
"Polygon_45",-104.66517,29.90791
"Polygon_45",-104.66534,29.9096
"Polygon_45",-104.67017,29.91254
"Polygon_45",-104.67408,29.91142
"Polygon_45",-104.67619,29.91338
"Polygon_45",-104.67553,29.91637
"Polygon_45",-104.67914,29.92144
"Polygon_45",-104.67898,29.92517
"Polygon_45",-104.67873,29.92664
"Polygon_45",-104.67943,29.92681
"Polygon_45",-104.68003,29.92715
"Polygon_45",-104.68008,29.92807
"Polygon_45",-104.68098,29.92851
"Polygon_45",-104.68208,29.92856
"Polygon_45",-104.68284,29.92922
"Polygon_45",-104.68264,29.93007
"Polygon_45",-104.68306,29.93163
"Polygon_45",-104.68244,29.93162
"Polygon_45",-104.68209,29.93072
"Polygon_45",-104.68151,29.93021
"Polygon_45",-104.68034,29.93031
"Polygon_45",-104.67939,29.93118
"Polygon_45",-104.67921,29.93239
"Polygon_45",-104.67945,29.93341
"Polygon_45",-104.68033,29.93361
"Polygon_45",-104.68176,29.93439
"Polygon_45",-104.68259,29.9354
"Polygon_45",-104.68245,29.93602
"Polygon_45",-104.68124,29.93783
"Polygon_45",-104.68128,29.93858
"Polygon_45",-104.6822,29.9392
"Polygon_45",-104.68187,29.94
"Polygon_45",-104.68128,29.93997
"Polygon_45",-104.67989,29.93818
"Polygon_45",-104.67852,29.93839
"Polygon_45",-104.67804,29.93912
"Polygon_45",-104.67799,29.94032
"Polygon_45",-104.67785,29.94118
"Polygon_45",-104.67847,29.94217
"Polygon_45",-104.67808,29.94291
"Polygon_45",-104.67846,29.94436
"Polygon_45",-104.67972,29.94509
"Polygon_45",-104.68063,29.94607
"Polygon_45",-104.68041,29.94678
"Polygon_45",-104.67877,29.94869
"Polygon_45",-104.6787,29.94946
"Polygon_45",-104.67841,29.94998
"Polygon_45",-104.67715,29.95031
"Polygon_45",-104.67742,29.95107
"Polygon_45",-104.67809,29.95117
"Polygon_45",-104.67808,29.95167
"Polygon_45",-104.67732,29.95216
"Polygon_45",-104.67596,29.9516
"Polygon_45",-104.67485,29.95062
"Polygon_45",-104.67395,29.95132
"Polygon_45",-104.67449,29.9522
"Polygon_45",-104.67435,29.95314
"Polygon_45",-104.67322,29.95521
"Polygon_45",-104.67339,29.95615
"Polygon_45",-104.67423,29.95712
"Polygon_45",-104.67705,29.95624
"Polygon_45",-104.67855,29.95633
"Polygon_45",-104.67984,29.95609
"Polygon_45",-104.68064,29.9564
"Polygon_45",-104.68008,29.95705
"Polygon_45",-104.68093,29.95767
"Polygon_45",-104.68382,29.95653
"Polygon_45",-104.68485,29.95681
"Polygon_45",-104.68303,29.96284
"Polygon_45",-104.68335,29.96561
"Polygon_45",-104.68293,29.96711
"Polygon_45",-104.68221,29.96779
"Polygon_45",-104.68217,29.96861
"Polygon_45",-104.68191,29.96932
"Polygon_45",-104.68257,29.96981
"Polygon_45",-104.68333,29.96981
"Polygon_45",-104.68396,29.97037
"Polygon_45",-104.68535,29.9711
"Polygon_45",-104.68453,29.97163
"Polygon_45",-104.68317,29.97152
"Polygon_45",-104.68208,29.97273
"Polygon_45",-104.68134,29.97394
"Polygon_45",-104.68002,29.97451
"Polygon_45",-104.6797,29.97564
"Polygon_45",-104.67992,29.97674
"Polygon_45",-104.68095,29.97782
"Polygon_45",-104.68215,29.97738
"Polygon_45",-104.68338,29.97691
"Polygon_45",-104.6864,29.97425
"Polygon_45",-104.6884,29.97404
"Polygon_45",-104.69081,29.97447
"Polygon_45",-104.69204,29.97506
"Polygon_45",-104.69236,29.9754
"Polygon_45",-104.69303,29.97539
"Polygon_45",-104.69331,29.97585
"Polygon_45",-104.69167,29.97668
"Polygon_45",-104.69068,29.9781
"Polygon_45",-104.68986,29.97953
"Polygon_45",-104.689,29.97999
"Polygon_45",-104.68831,29.98082
"Polygon_45",-104.68863,29.98228
"Polygon_45",-104.68792,29.98448
"Polygon_45",-104.68618,29.98543
"Polygon_45",-104.68582,29.98646
"Polygon_45",-104.68613,29.98787
"Polygon_45",-104.68549,29.99018
"Polygon_45",-104.68565,29.99086
"Polygon_45",-104.68972,29.99067
"Polygon_45",-104.69471,29.99265
"Polygon_45",-104.69418,29.99374
"Polygon_45",-104.69355,29.99398
"Polygon_45",-104.69199,29.99406
"Polygon_45",-104.69003,29.99366
"Polygon_45",-104.6878,29.99459
"Polygon_45",-104.68716,29.99612
"Polygon_45",-104.68761,29.99828
"Polygon_45",-104.68853,29.99908
"Polygon_45",-104.68859,29.99984
"Polygon_45",-104.68908,30.00017
"Polygon_45",-104.68987,30.00005
"Polygon_45",-104.69025,30.00048
"Polygon_45",-104.69031,30.00075
"Polygon_45",-104.69041,30.00084
"Polygon_45",-104.69013,30.00122
"Polygon_45",-104.68918,30.00135
"Polygon_45",-104.68925,30.00235
"Polygon_45",-104.68987,30.00301
"Polygon_45",-104.69075,30.00319
"Polygon_45",-104.692,30.00268
"Polygon_45",-104.69262,30.00182
"Polygon_45",-104.69347,30.00198
"Polygon_45",-104.69391,30.00276
"Polygon_45",-104.69315,30.00508
"Polygon_45",-104.69344,30.00684
"Polygon_45",-104.69343,30.00757
"Polygon_45",-104.69289,30.00809
"Polygon_45",-104.69201,30.00826
"Polygon_45",-104.69105,30.00826
"Polygon_45",-104.69057,30.0088
"Polygon_45",-104.69047,30.00947
"Polygon_45",-104.68985,30.01014
"Polygon_45",-104.68944,30.01103
"Polygon_45",-104.69016,30.01313
"Polygon_45",-104.68963,30.01506
"Polygon_45",-104.6927,30.01821
"Polygon_45",-104.69312,30.01921
"Polygon_45",-104.69561,30.01959
"Polygon_45",-104.69734,30.01967
"Polygon_45",-104.69924,30.02026
"Polygon_45",-104.70046,30.02104
"Polygon_45",-104.70233,30.02173
"Polygon_45",-104.70308,30.02299
"Polygon_45",-104.70367,30.02496
"Polygon_45",-104.7034,30.02626
"Polygon_45",-104.7027,30.02711
"Polygon_45",-104.70232,30.02847
"Polygon_45",-104.70266,30.02951
"Polygon_45",-104.70217,30.03094
"Polygon_45",-104.70032,30.03404
"Polygon_45",-104.70039,30.03562
"Polygon_45",-104.69902,30.03611
"Polygon_45",-104.69783,30.03691
"Polygon_45",-104.6973,30.03704
"Polygon_45",-104.69576,30.03613
"Polygon_45",-104.69472,30.0367
"Polygon_45",-104.6948,30.03816
"Polygon_45",-104.69717,30.03985
"Polygon_45",-104.69799,30.04146
"Polygon_45",-104.70044,30.04329
"Polygon_45",-104.70619,30.05082
"Polygon_45",-104.70489,30.05397
"Polygon_45",-104.70385,30.05473
"Polygon_45",-104.7038,30.05581
"Polygon_45",-104.70446,30.05806
"Polygon_45",-104.70393,30.05893
"Polygon_45",-104.70191,30.05947
"Polygon_45",-104.70189,30.06045
"Polygon_45",-104.70333,30.06313
"Polygon_45",-104.70333,30.0641
"Polygon_45",-104.70229,30.06462
"Polygon_45",-104.69714,30.06492
"Polygon_45",-104.69387,30.06858
"Polygon_45",-104.69378,30.06928
"Polygon_45",-104.693,30.06972
"Polygon_45",-104.69171,30.06988
"Polygon_45",-104.69073,30.07044
"Polygon_45",-104.69149,30.07087
"Polygon_45",-104.69242,30.07115
"Polygon_45",-104.69318,30.07199
"Polygon_45",-104.69334,30.07353
"Polygon_45",-104.69272,30.07394
"Polygon_45",-104.69031,30.07384
"Polygon_45",-104.68807,30.07336
"Polygon_45",-104.6866,30.07686
"Polygon_45",-104.68894,30.07575
"Polygon_45",-104.68991,30.07557
"Polygon_45",-104.69054,30.0762
"Polygon_45",-104.69056,30.0775
"Polygon_45",-104.68934,30.07909
"Polygon_45",-104.68598,30.08186
"Polygon_45",-104.6859,30.08254
"Polygon_45",-104.68639,30.08349
"Polygon_45",-104.68603,30.08433
"Polygon_45",-104.68498,30.08539
"Polygon_45",-104.68568,30.0859
"Polygon_45",-104.68617,30.08645
"Polygon_45",-104.6865,30.08729
"Polygon_45",-104.68766,30.08741
"Polygon_45",-104.68818,30.08659
"Polygon_45",-104.68759,30.08639
"Polygon_45",-104.68726,30.08613
"Polygon_45",-104.68835,30.08534
"Polygon_45",-104.68902,30.08596
"Polygon_45",-104.68897,30.08755
"Polygon_45",-104.68918,30.08813
"Polygon_45",-104.68988,30.08864
"Polygon_45",-104.6897,30.08957
"Polygon_45",-104.68891,30.09003
"Polygon_45",-104.68725,30.09047
"Polygon_45",-104.68645,30.09105
"Polygon_45",-104.68541,30.0937
"Polygon_45",-104.68585,30.09554
"Polygon_45",-104.68478,30.09784
"Polygon_45",-104.68491,30.09955
"Polygon_45",-104.68585,30.10014
"Polygon_45",-104.68679,30.09932
"Polygon_45",-104.68731,30.0973
"Polygon_45",-104.68816,30.09668
"Polygon_45",-104.6885,30.09563
"Polygon_45",-104.68899,30.09553
"Polygon_45",-104.68996,30.09599
"Polygon_45",-104.69117,30.09608
"Polygon_45",-104.69204,30.09645
"Polygon_45",-104.69226,30.10019
"Polygon_45",-104.69396,30.10173
"Polygon_45",-104.69223,30.10406
"Polygon_45",-104.69179,30.10675
"Polygon_45",-104.6918,30.1079
"Polygon_45",-104.69122,30.10839
"Polygon_45",-104.69045,30.10751
"Polygon_45",-104.69087,30.10733
"Polygon_45",-104.6903,30.10607
"Polygon_45",-104.68728,30.10549
"Polygon_45",-104.6861,30.10621
"Polygon_45",-104.68532,30.10763
"Polygon_45",-104.68549,30.10936
"Polygon_45",-104.686,30.11098
"Polygon_45",-104.68996,30.11174
"Polygon_45",-104.69033,30.11148
"Polygon_45",-104.69136,30.11148
"Polygon_45",-104.69131,30.11284
"Polygon_45",-104.69164,30.11493
"Polygon_45",-104.6911,30.11622
"Polygon_45",-104.69011,30.11537
"Polygon_45",-104.68968,30.11649
"Polygon_45",-104.69048,30.11779
"Polygon_45",-104.69244,30.11805
"Polygon_45",-104.69357,30.11802
"Polygon_45",-104.69402,30.11707
"Polygon_45",-104.69477,30.1174
"Polygon_45",-104.69509,30.11829
"Polygon_45",-104.69356,30.12126
"Polygon_45",-104.69406,30.12317
"Polygon_45",-104.6955,30.12528
"Polygon_45",-104.6957,30.12677
"Polygon_45",-104.69517,30.12838
"Polygon_45",-104.69523,30.13226
"Polygon_45",-104.69628,30.13454
"Polygon_45",-104.69491,30.13409
"Polygon_45",-104.69409,30.13465
"Polygon_45",-104.69396,30.13525
"Polygon_45",-104.69328,30.1354
"Polygon_45",-104.6924,30.13579
"Polygon_45",-104.69189,30.13677
"Polygon_45",-104.69175,30.13818
"Polygon_45",-104.69117,30.13863
"Polygon_45",-104.69037,30.13809
"Polygon_45",-104.68961,30.13744
"Polygon_45",-104.68893,30.13778
"Polygon_45",-104.68869,30.13911
"Polygon_45",-104.68941,30.1408
"Polygon_45",-104.68879,30.14132
"Polygon_45",-104.68727,30.14126
"Polygon_45",-104.68627,30.14147
"Polygon_45",-104.68614,30.14301
"Polygon_45",-104.68558,30.14336
"Polygon_45",-104.68528,30.14432
"Polygon_45",-104.6854,30.14518
"Polygon_45",-104.68629,30.14551
"Polygon_45",-104.68722,30.14538
"Polygon_45",-104.6884,30.14533
"Polygon_45",-104.68893,30.1462
"Polygon_45",-104.68817,30.14641
"Polygon_45",-104.68777,30.14749
"Polygon_45",-104.68938,30.1487
"Polygon_45",-104.68946,30.14936
"Polygon_45",-104.68807,30.15002
"Polygon_45",-104.68686,30.15075
"Polygon_45",-104.6864,30.15214
"Polygon_45",-104.68758,30.15302
"Polygon_45",-104.68881,30.15354
"Polygon_45",-104.68914,30.15464
"Polygon_45",-104.68854,30.15619
"Polygon_45",-104.68693,30.16034
"Polygon_45",-104.68764,30.16512
"Polygon_45",-104.68748,30.16731
"Polygon_45",-104.68629,30.16959
"Polygon_45",-104.68612,30.17333
"Polygon_45",-104.68707,30.17624
"Polygon_45",-104.68664,30.17988
"Polygon_45",-104.69096,30.18458
"Polygon_45",-104.69278,30.18943
"Polygon_45",-104.69473,30.19007
"Polygon_45",-104.69651,30.1919
"Polygon_45",-104.69577,30.196
"Polygon_45",-104.69704,30.19827
"Polygon_45",-104.69924,30.19925
"Polygon_45",-104.70007,30.20505
"Polygon_45",-104.70134,30.20654
"Polygon_45",-104.70395,30.20758
"Polygon_45",-104.70439,30.20825
"Polygon_45",-104.70261,30.21114
"Polygon_45",-104.70253,30.21288
"Polygon_45",-104.70588,30.2178
"Polygon_45",-104.70738,30.21863
"Polygon_45",-104.71045,30.22312
"Polygon_45",-104.71018,30.22418
"Polygon_45",-104.70751,30.22599
"Polygon_45",-104.70603,30.2342
"Polygon_45",-104.70667,30.23503
"Polygon_45",-104.70842,30.23554
"Polygon_45",-104.71235,30.23742
"Polygon_45",-104.71286,30.23782
"Polygon_45",-104.71373,30.23856
"Polygon_45",-104.7143,30.24075
"Polygon_45",-104.71677,30.24273
"Polygon_45",-104.71712,30.24356
"Polygon_45",-104.71805,30.24453
"Polygon_45",-104.71854,30.24546
"Polygon_45",-104.71857,30.24643
"Polygon_45",-104.71917,30.24703
"Polygon_45",-104.72057,30.24746
"Polygon_45",-104.72224,30.24846
"Polygon_45",-104.72421,30.25069
"Polygon_45",-104.72362,30.25171
"Polygon_45",-104.72367,30.25293
"Polygon_45",-104.72478,30.25395
"Polygon_45",-104.72643,30.25424
"Polygon_45",-104.72752,30.2552
"Polygon_45",-104.72854,30.25697
"Polygon_45",-104.72889,30.25822
"Polygon_45",-104.73178,30.25973
"Polygon_45",-104.73316,30.26119
"Polygon_45",-104.73474,30.26184
"Polygon_45",-104.73561,30.26169
"Polygon_45",-104.73709,30.26173
"Polygon_45",-104.73754,30.26153
"Polygon_45",-104.7379,30.26082
"Polygon_45",-104.73723,30.25976
"Polygon_45",-104.73783,30.25886
"Polygon_45",-104.73743,30.25804
"Polygon_45",-104.73658,30.25751
"Polygon_45",-104.7365,30.25647
"Polygon_45",-104.73702,30.25614
"Polygon_45",-104.73796,30.25651
"Polygon_45",-104.73877,30.25721
"Polygon_45",-104.73976,30.25869
"Polygon_45",-104.74009,30.25942
"Polygon_45",-104.74141,30.2599
"Polygon_45",-104.74284,30.25988
"Polygon_45",-104.74475,30.26034
"Polygon_45",-104.74688,30.26119
"Polygon_45",-104.74877,30.26119
"Polygon_45",-104.75029,30.26188
"Polygon_45",-104.75093,30.26264
"Polygon_45",-104.75183,30.26385
"Polygon_45",-104.75129,30.26502
"Polygon_45",-104.75019,30.26603
"Polygon_45",-104.74885,30.26819
"Polygon_45",-104.74877,30.27129
"Polygon_45",-104.74811,30.27197
"Polygon_45",-104.74776,30.27327
"Polygon_45",-104.74805,30.27435
"Polygon_45",-104.74904,30.27409
"Polygon_45",-104.7494,30.27304
"Polygon_45",-104.74992,30.2727
"Polygon_45",-104.75051,30.27177
"Polygon_45",-104.75097,30.27172
"Polygon_45",-104.75112,30.27226
"Polygon_45",-104.75091,30.27311
"Polygon_45",-104.75169,30.27391
"Polygon_45",-104.75367,30.27353
"Polygon_45",-104.75417,30.27248
"Polygon_45",-104.75472,30.27202
"Polygon_45",-104.75547,30.27218
"Polygon_45",-104.75621,30.27256
"Polygon_45",-104.75625,30.27321
"Polygon_45",-104.7565,30.27425
"Polygon_45",-104.75779,30.2743
"Polygon_45",-104.75797,30.27356
"Polygon_45",-104.75734,30.2729
"Polygon_45",-104.75724,30.27188
"Polygon_45",-104.75796,30.27157
"Polygon_45",-104.7599,30.2718
"Polygon_45",-104.76044,30.27239
"Polygon_45",-104.75942,30.27377
"Polygon_45",-104.75983,30.27447
"Polygon_45",-104.76203,30.27443
"Polygon_45",-104.76287,30.27475
"Polygon_45",-104.76028,30.27681
"Polygon_45",-104.75779,30.28225
"Polygon_45",-104.75834,30.28701
"Polygon_45",-104.75915,30.28796
"Polygon_45",-104.75936,30.29114
"Polygon_45",-104.75909,30.29334
"Polygon_45",-104.76023,30.29668
"Polygon_45",-104.76115,30.30123
"Polygon_45",-104.76277,30.30203
"Polygon_45",-104.76368,30.30277
"Polygon_45",-104.76679,30.30375
"Polygon_45",-104.76661,30.30526
"Polygon_45",-104.76606,30.30539
"Polygon_45",-104.76514,30.30615
"Polygon_45",-104.76595,30.30668
"Polygon_45",-104.76742,30.3059
"Polygon_45",-104.76877,30.30478
"Polygon_45",-104.7696,30.30453
"Polygon_45",-104.7708,30.30384
"Polygon_45",-104.77216,30.30362
"Polygon_45",-104.77283,30.30309
"Polygon_45",-104.7752,30.30405
"Polygon_45",-104.77651,30.30418
"Polygon_45",-104.77744,30.30406
"Polygon_45",-104.77896,30.30347
"Polygon_45",-104.7794,30.30406
"Polygon_45",-104.77917,30.30565
"Polygon_45",-104.77814,30.30649
"Polygon_45",-104.77724,30.30691
"Polygon_45",-104.77651,30.30785
"Polygon_45",-104.77625,30.30883
"Polygon_45",-104.77693,30.31058
"Polygon_45",-104.77928,30.31261
"Polygon_45",-104.77973,30.31383
"Polygon_45",-104.78309,30.31643
"Polygon_45",-104.78481,30.31681
"Polygon_45",-104.78649,30.31685
"Polygon_45",-104.78802,30.31766
"Polygon_45",-104.78897,30.31901
"Polygon_45",-104.78865,30.32153
"Polygon_45",-104.78933,30.32216
"Polygon_45",-104.79078,30.32205
"Polygon_45",-104.79152,30.32309
"Polygon_45",-104.79097,30.32391
"Polygon_45",-104.79153,30.32608
"Polygon_45",-104.7936,30.32655
"Polygon_45",-104.79451,30.32713
"Polygon_45",-104.79752,30.33074
"Polygon_45",-104.80029,30.33102
"Polygon_45",-104.80285,30.3315
"Polygon_45",-104.80637,30.33318
"Polygon_45",-104.80865,30.3333
"Polygon_45",-104.80992,30.33301
"Polygon_45",-104.81119,30.33301
"Polygon_45",-104.81141,30.33368
"Polygon_45",-104.80978,30.34113
"Polygon_45",-104.81155,30.34291
"Polygon_45",-104.81464,30.34428
"Polygon_45",-104.81558,30.34459
"Polygon_45",-104.8168,30.34543
"Polygon_45",-104.81757,30.34678
"Polygon_45",-104.81896,30.34732
"Polygon_45",-104.81948,30.34715
"Polygon_45",-104.82008,30.34745
"Polygon_45",-104.82073,30.34912
"Polygon_45",-104.82189,30.35005
"Polygon_45",-104.82202,30.35113
"Polygon_45",-104.82127,30.3517
"Polygon_45",-104.81448,30.35303
"Polygon_45",-104.81378,30.35405
"Polygon_45",-104.81383,30.35744
"Polygon_45",-104.81337,30.35939
"Polygon_45",-104.81294,30.36048
"Polygon_45",-104.81088,30.36121
"Polygon_45",-104.8108,30.36459
"Polygon_45",-104.81144,30.36681
"Polygon_45",-104.81294,30.36673
"Polygon_45",-104.81439,30.36642
"Polygon_45",-104.81637,30.36617
"Polygon_45",-104.81927,30.36794
"Polygon_45",-104.8196,30.36884
"Polygon_45",-104.81899,30.37099
"Polygon_45",-104.81642,30.37264
"Polygon_45",-104.81593,30.37384
"Polygon_45",-104.81628,30.37501
"Polygon_45",-104.81743,30.37586
"Polygon_45",-104.82233,30.37494
"Polygon_45",-104.82785,30.37371
"Polygon_45",-104.83168,30.37309
"Polygon_45",-104.83419,30.37372
"Polygon_45",-104.83706,30.37393
"Polygon_45",-104.83805,30.37583
"Polygon_45",-104.84174,30.37789
"Polygon_45",-104.84493,30.37912
"Polygon_45",-104.84841,30.3836
"Polygon_45",-104.84998,30.38443
"Polygon_45",-104.85279,30.38507
"Polygon_45",-104.85404,30.38586
"Polygon_45",-104.85893,30.3905
"Polygon_45",-104.85841,30.39189
"Polygon_45",-104.85737,30.39314
"Polygon_45",-104.85588,30.39519
"Polygon_45",-104.85524,30.3979
"Polygon_45",-104.85411,30.40036
